datetime,order_date,trading_date,instrument_id,instrument,buyOrSell,openOrClose,price,openPrice,count,count_back,ID,tradeId,mul,flag,model_flag,status,fee
2023-01-18,2023-01-18,2023-01-18,AG2306,AG,1,0,3740.2902180328942,3740.2902180328942,17,17,416359472350,416359472350,15,0,pre_1,open,190.7548011196776
2023-01-18,2023-01-18,2023-01-18,AG2306,AG,1,1,3740.2902180328942,3740.2902180328942,17,17,416359472350,416359472350,15,0,pre_1,close,190.7548011196776
2023-01-19,2023-01-19,2023-01-19,A2305,A,-1,0,4900.528579934647,4900.528579934647,20,20,416361747987,416361747987,10,0,pre_1,open,196.02114319738587
2023-01-19,2023-01-19,2023-01-19,A2305,A,-1,1,4900.528579934647,4900.528579934647,20,20,416361747987,416361747987,10,0,pre_1,close,196.02114319738587
2023-01-19,2023-01-19,2023-01-19,AG2306,AG,-1,0,3753.663480009301,3753.663480009301,17,17,416363812414,416363812414,15,0,pre_1,open,191.43683748047437
2023-01-19,2023-01-19,2023-01-19,AG2306,AG,-1,1,3753.663480009301,3753.663480009301,17,17,416363812414,416363812414,15,0,pre_1,close,191.43683748047437
2023-01-20,2023-01-20,2023-01-20,AG2306,AG,-1,0,3639.638825263097,3639.638825263097,18,18,416366376591,416366376591,15,0,pre_1,open,196.54049656420725
2023-01-20,2023-01-20,2023-01-20,AG2306,AG,-1,1,3639.638825263097,3639.638825263097,18,18,416366376591,416366376591,15,0,pre_1,close,196.54049656420725
2023-01-30,2023-01-30,2023-01-30,A2305,A,1,0,4950.79041152372,4950.79041152372,20,20,416369449643,416369449643,10,0,pre_1,open,198.03161646094878
2023-01-30,2023-01-30,2023-01-30,A2305,A,1,1,4950.79041152372,4950.79041152372,20,20,416369449643,416369449643,10,0,pre_1,close,198.03161646094878
2023-01-31,2023-01-31,2023-01-31,A2305,A,1,0,4971.433663783518,4971.433663783518,20,20,416371067742,416371067742,10,0,pre_1,open,198.85734655134073
2023-01-31,2023-01-31,2023-01-31,A2305,A,1,1,4971.433663783518,4971.433663783518,20,20,416371067742,416371067742,10,0,pre_1,close,198.85734655134073
2023-02-02,2023-02-02,2023-02-02,A2305,A,-1,0,4979.511458146048,4979.511458146048,20,20,416373149162,416373149162,10,0,pre_1,open,199.18045832584193
2023-02-02,2023-02-02,2023-02-02,A2305,A,-1,1,4979.511458146048,4979.511458146048,20,20,416373149162,416373149162,10,0,pre_1,close,199.18045832584193
2023-02-03,2023-02-03,2023-02-03,A2305,A,1,0,5004.642373940584,5004.642373940584,19,19,416376264167,416376264167,10,0,pre_1,open,190.1764102097422
2023-02-03,2023-02-03,2023-02-03,A2305,A,1,1,5004.642373940584,5004.642373940584,19,19,416376264167,416376264167,10,0,pre_1,close,190.1764102097422
2023-02-03,2023-02-03,2023-02-03,AG2306,AG,-1,0,3775.483012707649,3775.483012707649,17,17,416378710631,416378710631,15,0,pre_1,open,192.5496336480901
2023-02-03,2023-02-03,2023-02-03,AG2306,AG,-1,1,3775.483012707649,3775.483012707649,17,17,416378710631,416378710631,15,0,pre_1,close,192.5496336480901
2023-02-06,2023-02-06,2023-02-06,AG2306,AG,1,0,3660.0506461744544,3660.0506461744544,18,18,416380827858,416380827858,15,0,pre_1,open,197.64273489342054
2023-02-06,2023-02-06,2023-02-06,AG2306,AG,1,1,3660.0506461744544,3660.0506461744544,18,18,416380827858,416380827858,15,0,pre_1,close,197.64273489342054
2023-02-06,2023-02-06,2023-02-06,A2305,A,1,0,4983.101588973838,4983.101588973838,20,20,416382312054,416382312054,10,0,pre_1,open,199.32406355895355
2023-02-06,2023-02-06,2023-02-06,A2305,A,1,1,4983.101588973838,4983.101588973838,20,20,416382312054,416382312054,10,0,pre_1,close,199.32406355895355
2023-02-07,2023-02-07,2023-02-07,A2305,A,1,0,5006.43743935448,5006.43743935448,19,19,416384531272,416384531272,10,0,pre_1,open,190.24462269547027
2023-02-07,2023-02-07,2023-02-07,A2305,A,1,1,5006.43743935448,5006.43743935448,19,19,416384531272,416384531272,10,0,pre_1,close,190.24462269547027
2023-02-08,2023-02-08,2023-02-08,AG2306,AG,-1,0,3519.279467475437,3519.279467475437,18,18,416387499811,416387499811,15,0,pre_1,open,190.04109124367358
2023-02-08,2023-02-08,2023-02-08,AG2306,AG,-1,1,3519.279467475437,3519.279467475437,18,18,416387499811,416387499811,15,0,pre_1,close,190.04109124367358
2023-02-10,2023-02-10,2023-02-10,AG2306,AG,1,0,3521.391035155922,3521.391035155922,18,18,416390144101,416390144101,15,0,pre_1,open,190.15511589841978
2023-02-10,2023-02-10,2023-02-10,AG2306,AG,1,1,3521.391035155922,3521.391035155922,18,18,416390144101,416390144101,15,0,pre_1,close,190.15511589841978
2023-02-10,2023-02-10,2023-02-10,A2305,A,-1,0,4963.355869420988,4963.355869420988,20,20,416392456459,416392456459,10,0,pre_1,open,198.5342347768395
2023-02-10,2023-02-10,2023-02-10,A2305,A,-1,1,4963.355869420988,4963.355869420988,20,20,416392456459,416392456459,10,0,pre_1,close,198.5342347768395
2023-02-13,2023-02-13,2023-02-13,AG2306,AG,1,0,3484.7905286941777,3484.7905286941777,19,19,416394395872,416394395872,15,0,pre_1,open,198.63306013556812
2023-02-13,2023-02-13,2023-02-13,AG2306,AG,1,1,3484.7905286941777,3484.7905286941777,19,19,416394395872,416394395872,15,0,pre_1,close,198.63306013556812
2023-02-14,2023-02-14,2023-02-14,A2305,A,1,0,4953.483009644563,4953.483009644563,20,20,416397852778,416397852778,10,0,pre_1,open,198.13932038578253
2023-02-14,2023-02-14,2023-02-14,A2305,A,1,1,4953.483009644563,4953.483009644563,20,20,416397852778,416397852778,10,0,pre_1,close,198.13932038578253
2023-02-14,2023-02-14,2023-02-14,AG2306,AG,1,0,3484.0866728006827,3484.0866728006827,19,19,416399182871,416399182871,15,0,pre_1,open,198.59294034963892
2023-02-14,2023-02-14,2023-02-14,AG2306,AG,1,1,3484.0866728006827,3484.0866728006827,19,19,416399182871,416399182871,15,0,pre_1,close,198.59294034963892
2023-02-15,2023-02-15,2023-02-15,AG2306,AG,-1,0,3464.37870778282,3464.37870778282,19,19,416401303168,416401303168,15,0,pre_1,open,197.46958634362076
2023-02-15,2023-02-15,2023-02-15,AG2306,AG,-1,1,3464.37870778282,3464.37870778282,19,19,416401303168,416401303168,15,0,pre_1,close,197.46958634362076
2023-02-15,2023-02-15,2023-02-15,A2305,A,1,0,4955.278075058459,4955.278075058459,20,20,416403823502,416403823502,10,0,pre_1,open,198.21112300233835
2023-02-15,2023-02-15,2023-02-15,A2305,A,1,1,4955.278075058459,4955.278075058459,20,20,416403823502,416403823502,10,0,pre_1,close,198.21112300233835
2023-02-16,2023-02-16,2023-02-16,A2305,A,1,0,5001.052243112793,5001.052243112793,19,19,416405306566,416405306566,10,0,pre_1,open,190.03998523828616
2023-02-16,2023-02-16,2023-02-16,A2305,A,1,1,5001.052243112793,5001.052243112793,19,19,416405306566,416405306566,10,0,pre_1,close,190.03998523828616
2023-02-20,2023-02-20,2023-02-20,A2305,A,1,0,5044.133813046285,5044.133813046285,19,19,416407087743,416407087743,10,0,pre_1,open,191.6770848957588
2023-02-20,2023-02-20,2023-02-20,A2305,A,1,1,5044.133813046285,5044.133813046285,19,19,416407087743,416407087743,10,0,pre_1,close,191.6770848957588
2023-02-20,2023-02-20,2023-02-20,AG2306,AG,1,0,3435.5206161495216,3435.5206161495216,19,19,416409745434,416409745434,15,0,pre_1,open,195.82467512052276
2023-02-20,2023-02-20,2023-02-20,AG2306,AG,1,1,3435.5206161495216,3435.5206161495216,19,19,416409745434,416409745434,15,0,pre_1,close,195.82467512052276
2023-02-21,2023-02-21,2023-02-21,AG2306,AG,-1,0,3489.013664055148,3489.013664055148,19,19,416411581625,416411581625,15,0,pre_1,open,198.87377885114347
2023-02-21,2023-02-21,2023-02-21,AG2306,AG,-1,1,3489.013664055148,3489.013664055148,19,19,416411581625,416411581625,15,0,pre_1,close,198.87377885114347
2023-02-22,2023-02-22,2023-02-22,A2305,A,-1,0,5026.18315890733,5026.18315890733,19,19,416413995150,416413995150,10,0,pre_1,open,190.99496003847855
2023-02-22,2023-02-22,2023-02-22,A2305,A,-1,1,5026.18315890733,5026.18315890733,19,19,416413995150,416413995150,10,0,pre_1,close,190.99496003847855
2023-02-23,2023-02-23,2023-02-23,AG2306,AG,1,0,3524.2064587299024,3524.2064587299024,18,18,416415059917,416415059917,15,0,pre_1,open,190.30714877141472
2023-02-23,2023-02-23,2023-02-23,AG2306,AG,1,1,3524.2064587299024,3524.2064587299024,18,18,416415059917,416415059917,15,0,pre_1,close,190.30714877141472
2023-02-23,2023-02-23,2023-02-23,A2305,A,1,0,5072.854859668612,5072.854859668612,19,19,416417416922,416417416922,10,0,pre_1,open,192.76848466740728
2023-02-23,2023-02-23,2023-02-23,A2305,A,1,1,5072.854859668612,5072.854859668612,19,19,416417416922,416417416922,10,0,pre_1,close,192.76848466740728
2023-02-24,2023-02-24,2023-02-24,A2305,A,-1,0,5045.031345753232,5045.031345753232,19,19,416419673803,416419673803,10,0,pre_1,open,191.71119113862284
2023-02-24,2023-02-24,2023-02-24,A2305,A,-1,1,5045.031345753232,5045.031345753232,19,19,416419673803,416419673803,10,0,pre_1,close,191.71119113862284
2023-02-27,2023-02-27,2023-02-27,AG2306,AG,1,0,3465.7864195698103,3465.7864195698103,19,19,416420038121,416420038121,15,0,pre_1,open,197.5498259154792
2023-02-27,2023-02-27,2023-02-27,AG2306,AG,1,1,3465.7864195698103,3465.7864195698103,19,19,416420038121,416420038121,15,0,pre_1,close,197.5498259154792
2023-02-27,2023-02-27,2023-02-27,A2305,A,-1,0,5032.465887855964,5032.465887855964,19,19,416422054963,416422054963,10,0,pre_1,open,191.23370373852663
2023-02-27,2023-02-27,2023-02-27,A2305,A,-1,1,5032.465887855964,5032.465887855964,19,19,416422054963,416422054963,10,0,pre_1,close,191.23370373852663
2023-02-28,2023-02-28,2023-02-28,AG2306,AG,-1,0,3433.4090484690364,3433.4090484690364,19,19,416424241512,416424241512,15,0,pre_1,open,195.70431576273506
2023-02-28,2023-02-28,2023-02-28,AG2306,AG,-1,1,3433.4090484690364,3433.4090484690364,19,19,416424241512,416424241512,15,0,pre_1,close,195.70431576273506
2023-03-02,2023-03-02,2023-03-02,A2305,A,1,0,5008.232504768375,5008.232504768375,19,19,416426805893,416426805893,10,0,pre_1,open,190.31283518119827
2023-03-02,2023-03-02,2023-03-02,A2305,A,1,1,5008.232504768375,5008.232504768375,19,19,416426805893,416426805893,10,0,pre_1,close,190.31283518119827
2023-03-02,2023-03-02,2023-03-02,AG2306,AG,-1,0,3465.7864195698103,3465.7864195698103,19,19,416428453669,416428453669,15,0,pre_1,open,197.5498259154792
2023-03-02,2023-03-02,2023-03-02,AG2306,AG,-1,1,3465.7864195698103,3465.7864195698103,19,19,416428453669,416428453669,15,0,pre_1,close,197.5498259154792
2023-03-06,2023-03-06,2023-03-06,AG2306,AG,1,0,3472.121122611266,3472.121122611266,19,19,416430572638,416430572638,15,0,pre_1,open,197.9109039888422
2023-03-06,2023-03-06,2023-03-06,AG2306,AG,1,1,3472.121122611266,3472.121122611266,19,19,416430572638,416430572638,15,0,pre_1,close,197.9109039888422
2023-03-07,2023-03-07,2023-03-07,A2305,A,1,0,4934.634822798661,4934.634822798661,20,20,416432567824,416432567824,10,0,pre_1,open,197.38539291194644
2023-03-07,2023-03-07,2023-03-07,A2305,A,1,1,4934.634822798661,4934.634822798661,20,20,416432567824,416432567824,10,0,pre_1,close,197.38539291194644
2023-03-07,2023-03-07,2023-03-07,AG2306,AG,1,0,3498.867646564079,3498.867646564079,19,19,416434695277,416434695277,15,0,pre_1,open,199.43545585415254
2023-03-07,2023-03-07,2023-03-07,AG2306,AG,1,1,3498.867646564079,3498.867646564079,19,19,416434695277,416434695277,15,0,pre_1,close,199.43545585415254
2023-03-08,2023-03-08,2023-03-08,AG2306,AG,1,0,3470.0095549307807,3470.0095549307807,19,19,416436296292,416436296292,15,0,pre_1,open,197.7905446310545
2023-03-08,2023-03-08,2023-03-08,AG2306,AG,1,1,3470.0095549307807,3470.0095549307807,19,19,416436296292,416436296292,15,0,pre_1,close,197.7905446310545
2023-03-08,2023-03-08,2023-03-08,A2305,A,-1,0,4912.196505124967,4912.196505124967,20,20,416437897058,416437897058,10,0,pre_1,open,196.4878602049987
2023-03-08,2023-03-08,2023-03-08,A2305,A,-1,1,4912.196505124967,4912.196505124967,20,20,416437897058,416437897058,10,0,pre_1,close,196.4878602049987
2023-03-09,2023-03-09,2023-03-09,AG2306,AG,1,0,3376.396721095934,3376.396721095934,19,19,416440131927,416440131927,15,0,pre_1,open,192.45461310246824
2023-03-09,2023-03-09,2023-03-09,AG2306,AG,1,1,3376.396721095934,3376.396721095934,19,19,416440131927,416440131927,15,0,pre_1,close,192.45461310246824
2023-03-09,2023-03-09,2023-03-09,A2305,A,1,0,4877.192729554005,4877.192729554005,20,20,416442470054,416442470054,10,0,pre_1,open,195.0877091821602
2023-03-09,2023-03-09,2023-03-09,A2305,A,1,1,4877.192729554005,4877.192729554005,20,20,416442470054,416442470054,10,0,pre_1,close,195.0877091821602
2023-03-13,2023-03-13,2023-03-13,AG2306,AG,-1,0,3377.804432882924,3377.804432882924,19,19,416444508888,416444508888,15,0,pre_1,open,192.5348526743267
2023-03-13,2023-03-13,2023-03-13,AG2306,AG,-1,1,3377.804432882924,3377.804432882924,19,19,416444508888,416444508888,15,0,pre_1,close,192.5348526743267
2023-03-13,2023-03-13,2023-03-13,A2305,A,1,0,5000.154710405845,5000.154710405845,19,19,416446159477,416446159477,10,0,pre_1,open,190.00587899542214
2023-03-13,2023-03-13,2023-03-13,A2305,A,1,1,5000.154710405845,5000.154710405845,19,19,416446159477,416446159477,10,0,pre_1,close,190.00587899542214
2023-03-14,2023-03-14,2023-03-14,AG2306,AG,1,0,3557.287685724172,3557.287685724172,18,18,416448746057,416448746057,15,0,pre_1,open,192.0935350291053
2023-03-14,2023-03-14,2023-03-14,AG2306,AG,1,1,3557.287685724172,3557.287685724172,18,18,416448746057,416448746057,15,0,pre_1,close,192.0935350291053
2023-03-14,2023-03-14,2023-03-14,A2305,A,1,0,4977.716392732152,4977.716392732152,20,20,416449998009,416449998009,10,0,pre_1,open,199.1086557092861
2023-03-14,2023-03-14,2023-03-14,A2305,A,1,1,4977.716392732152,4977.716392732152,20,20,416449998009,416449998009,10,0,pre_1,close,199.1086557092861
2023-03-15,2023-03-15,2023-03-15,AG2306,AG,1,0,3554.472262150191,3554.472262150191,18,18,416451720114,416451720114,15,0,pre_1,open,191.94150215611032
2023-03-15,2023-03-15,2023-03-15,AG2306,AG,1,1,3554.472262150191,3554.472262150191,18,18,416451720114,416451720114,15,0,pre_1,close,191.94150215611032
2023-03-15,2023-03-15,2023-03-15,A2305,A,1,0,4957.970673179302,4957.970673179302,20,20,416453482675,416453482675,10,0,pre_1,open,198.31882692717207
2023-03-15,2023-03-15,2023-03-15,A2305,A,1,1,4957.970673179302,4957.970673179302,20,20,416453482675,416453482675,10,0,pre_1,close,198.31882692717207
2023-03-16,2023-03-16,2023-03-16,A2305,A,-1,0,4916.684168659705,4916.684168659705,20,20,416455100468,416455100468,10,0,pre_1,open,196.6673667463882
2023-03-16,2023-03-16,2023-03-16,A2305,A,-1,1,4916.684168659705,4916.684168659705,20,20,416455100468,416455100468,10,0,pre_1,close,196.6673667463882
2023-03-16,2023-03-16,2023-03-16,AG2306,AG,-1,0,3617.819292564749,3617.819292564749,18,18,416457085642,416457085642,15,0,pre_1,open,195.36224179849646
2023-03-16,2023-03-16,2023-03-16,AG2306,AG,-1,1,3617.819292564749,3617.819292564749,18,18,416457085642,416457085642,15,0,pre_1,close,195.36224179849646
2023-03-17,2023-03-17,2023-03-17,AG2306,AG,-1,0,3573.4763712745585,3573.4763712745585,18,18,416459095881,416459095881,15,0,pre_1,open,192.96772404882617
2023-03-17,2023-03-17,2023-03-17,AG2306,AG,-1,1,3573.4763712745585,3573.4763712745585,18,18,416459095881,416459095881,15,0,pre_1,close,192.96772404882617
2023-03-17,2023-03-17,2023-03-17,A2305,A,-1,0,4928.352093850026,4928.352093850026,20,20,416461458423,416461458423,10,0,pre_1,open,197.13408375400107
2023-03-17,2023-03-17,2023-03-17,A2305,A,-1,1,4928.352093850026,4928.352093850026,20,20,416461458423,416461458423,10,0,pre_1,close,197.13408375400107
2023-03-20,2023-03-20,2023-03-20,AG2306,AG,1,0,3569.957091807083,3569.957091807083,18,18,416463589341,416463589341,15,0,pre_1,open,192.7776829575825
2023-03-20,2023-03-20,2023-03-20,AG2306,AG,1,1,3569.957091807083,3569.957091807083,18,18,416463589341,416463589341,15,0,pre_1,close,192.7776829575825
2023-03-20,2023-03-20,2023-03-20,A2305,A,1,0,4899.631047227699,4899.631047227699,20,20,416464897781,416464897781,10,0,pre_1,open,195.98524188910798
2023-03-20,2023-03-20,2023-03-20,A2305,A,1,1,4899.631047227699,4899.631047227699,20,20,416464897781,416464897781,10,0,pre_1,close,195.98524188910798
2023-03-22,2023-03-22,2023-03-22,A2305,A,1,0,4895.14338369296,4895.14338369296,20,20,416466331416,416466331416,10,0,pre_1,open,195.80573534771844
2023-03-22,2023-03-22,2023-03-22,A2305,A,1,1,4895.14338369296,4895.14338369296,20,20,416466331416,416466331416,10,0,pre_1,close,195.80573534771844
2023-03-23,2023-03-23,2023-03-23,A2305,A,-1,0,4894.245850986013,4894.245850986013,20,20,416468917804,416468917804,10,0,pre_1,open,195.7698340394405
2023-03-23,2023-03-23,2023-03-23,A2305,A,-1,1,4894.245850986013,4894.245850986013,20,20,416468917804,416468917804,10,0,pre_1,close,195.7698340394405
2023-03-24,2023-03-24,2023-03-24,A2305,A,-1,0,4862.8322062428415,4862.8322062428415,20,20,416470039905,416470039905,10,0,pre_1,open,194.51328824971367
2023-03-24,2023-03-24,2023-03-24,A2305,A,-1,1,4862.8322062428415,4862.8322062428415,20,20,416470039905,416470039905,10,0,pre_1,close,194.51328824971367
2023-03-24,2023-03-24,2023-03-24,AG2306,AG,-1,0,3645.973528304553,3645.973528304553,18,18,416472103692,416472103692,15,0,pre_1,open,196.88257052844588
2023-03-24,2023-03-24,2023-03-24,AG2306,AG,-1,1,3645.973528304553,3645.973528304553,18,18,416472103692,416472103692,15,0,pre_1,close,196.88257052844588
2023-03-27,2023-03-27,2023-03-27,A2305,A,1,0,4878.090262260953,4878.090262260953,20,20,416474438894,416474438894,10,0,pre_1,open,195.12361049043812
2023-03-27,2023-03-27,2023-03-27,A2305,A,1,1,4878.090262260953,4878.090262260953,20,20,416474438894,416474438894,10,0,pre_1,close,195.12361049043812
2023-03-28,2023-03-28,2023-03-28,AG2306,AG,-1,0,3648.0850959850377,3648.0850959850377,18,18,416476737587,416476737587,15,0,pre_1,open,196.99659518319203
2023-03-28,2023-03-28,2023-03-28,AG2306,AG,-1,1,3648.0850959850377,3648.0850959850377,18,18,416476737587,416476737587,15,0,pre_1,close,196.99659518319203
2023-03-28,2023-03-28,2023-03-28,A2305,A,1,0,4861.037140828946,4861.037140828946,20,20,416477532659,416477532659,10,0,pre_1,open,194.44148563315787
2023-03-28,2023-03-28,2023-03-28,A2305,A,1,1,4861.037140828946,4861.037140828946,20,20,416477532659,416477532659,10,0,pre_1,close,194.44148563315787
2023-03-29,2023-03-29,2023-03-29,AG2306,AG,-1,0,3660.7545020679495,3660.7545020679495,18,18,416480735251,416480735251,15,0,pre_1,open,197.68074311166927
2023-03-29,2023-03-29,2023-03-29,AG2306,AG,-1,1,3660.7545020679495,3660.7545020679495,18,18,416480735251,416480735251,15,0,pre_1,close,197.68074311166927
2023-03-30,2023-03-30,2023-03-30,AG2306,AG,-1,0,3681.166322979307,3681.166322979307,18,18,416482152145,416482152145,15,0,pre_1,open,198.7829814408826
2023-03-30,2023-03-30,2023-03-30,AG2306,AG,-1,1,3681.166322979307,3681.166322979307,18,18,416482152145,416482152145,15,0,pre_1,close,198.7829814408826
2023-03-30,2023-03-30,2023-03-30,A2305,A,-1,0,4820.648169016298,4820.648169016298,20,20,416483550221,416483550221,10,0,pre_1,open,192.82592676065192
2023-03-30,2023-03-30,2023-03-30,A2305,A,-1,1,4820.648169016298,4820.648169016298,20,20,416483550221,416483550221,10,0,pre_1,close,192.82592676065192
2023-03-31,2023-03-31,2023-03-31,A2305,A,1,0,4834.111159620514,4834.111159620514,20,20,416485289790,416485289790,10,0,pre_1,open,193.36444638482058
2023-03-31,2023-03-31,2023-03-31,A2305,A,1,1,4834.111159620514,4834.111159620514,20,20,416485289790,416485289790,10,0,pre_1,close,193.36444638482058
2023-04-03,2023-04-03,2023-04-03,A2305,A,-1,0,4828.725963378827,4828.725963378827,20,20,416487201065,416487201065,10,0,pre_1,open,193.1490385351531
2023-04-03,2023-04-03,2023-04-03,A2305,A,-1,1,4828.725963378827,4828.725963378827,20,20,416487201065,416487201065,10,0,pre_1,close,193.1490385351531
2023-04-06,2023-04-06,2023-04-06,A2305,A,1,0,4817.955570895455,4817.955570895455,20,20,416488566697,416488566697,10,0,pre_1,open,192.7182228358182
2023-04-06,2023-04-06,2023-04-06,A2305,A,1,1,4817.955570895455,4817.955570895455,20,20,416488566697,416488566697,10,0,pre_1,close,192.7182228358182
2023-04-07,2023-04-07,2023-04-07,A2307,A,1,0,4748.691926970161,4748.691926970161,21,21,416490138367,416490138367,10,0,pre_1,open,199.44506093274677
2023-04-07,2023-04-07,2023-04-07,A2307,A,1,1,4748.691926970161,4748.691926970161,21,21,416490138367,416490138367,10,0,pre_1,close,199.44506093274677
2023-04-07,2023-04-07,2023-04-07,AG2306,AG,-1,0,3905.69635300424,3905.69635300424,17,17,416492672331,416492672331,15,0,pre_1,open,199.19051400321624
2023-04-07,2023-04-07,2023-04-07,AG2306,AG,-1,1,3905.69635300424,3905.69635300424,17,17,416492672331,416492672331,15,0,pre_1,close,199.19051400321624
2023-04-10,2023-04-10,2023-04-10,AG2306,AG,1,0,3925.4043180221024,3925.4043180221024,16,16,416494139938,416494139938,15,0,pre_1,open,188.41940726506093
