,date,profit,model_flag,fee,long_fee,short_fee,profit_all,profit_float,rate,sum_profit,sum_rate,sum_long_profit,sum_short_profit
39,2022-03-07,0,pre_1,12392.157235801347,5795.351108943427,6596.806126857927,50364.96981513243,62757.12705093377,0.5036496981513316,-294502.5689496417,-2.9450256894964166,-2140.377938361329,-292362.19101128046
40,2022-03-08,0,pre_1,7426.110462025244,4487.168968519032,2938.94149350621,-56311.072410228975,-48884.96194820373,-0.5631107241023003,-350813.6413598707,-3.508136413598717,12318.618996830253,-363132.26035670104
41,2022-03-09,0,pre_1,10849.670089484162,3491.378794814039,7358.291294670125,41282.2059110623,52131.876000546465,0.412822059110618,-309531.43544880836,-3.095314354488088,44444.03065528833,-353975.4661040968
42,2022-03-10,0,pre_1,9694.747283932684,6795.506324784197,2899.2409591484866,11624.810872621067,21319.55815655375,0.1162481087262135,-297906.6245761873,-2.9790662457618633,14381.547255195932,-312288.17183138337
43,2022-03-11,0,pre_1,7961.321263225078,4489.17160895924,3472.149654265836,72591.48375184787,80552.80501507295,0.7259148375184932,-225315.1408243394,-2.2531514082434034,66319.05700590447,-291634.197830244
44,2022-03-14,0,pre_1,14781.799874763909,8946.197716392982,5835.602158370921,-68293.19275727562,-53511.39288251172,-0.6829319275727497,-293608.333581615,-2.936083335816153,39082.27015294056,-332690.60373455577
45,2022-03-15,0,pre_1,4850.284346093703,2907.1674058628823,1943.11694023082,928.1595626577391,5778.443908751442,0.009281595626586814,-292680.17401895724,-2.9268017401895663,22048.73681784849,-314728.91083680594
46,2022-03-16,0,pre_1,6783.986263003331,3486.4739892646076,3297.512273738723,11343.81795366116,18127.804216664492,0.11343817953661794,-281336.3560652961,-2.8133635606529594,45404.68025280042,-326741.0363180967
47,2022-03-17,0,pre_1,13701.269259883498,4893.06997122311,8808.19928866039,-21304.225920432087,-7602.956660548589,-0.2130422592043102,-302640.5819857282,-3.026405819857292,47532.38650210104,-350172.9684878294
48,2022-03-18,0,pre_1,10284.675955919385,4727.000320463177,5557.675635456209,-31568.216354786633,-21283.540398867248,-0.31568216354787015,-334208.7983405148,-3.34208798340514,5604.195828993295,-339812.9941695083
49,2022-03-21,0,pre_1,8646.747577323851,6293.434823644508,2353.3127536793436,7528.3699078844,16175.117485208251,0.07528369907883192,-326680.42843263043,-3.266804284326308,15956.070848934385,-342636.49928156496
50,2022-03-22,0,pre_1,7389.736759809268,2712.928421703053,4676.808338106214,3397.6557112778355,10787.392471087103,0.03397655711279146,-323282.7727213526,-3.2328277272135164,24641.53478569749,-347924.3075070502
51,2022-03-23,0,pre_1,12346.896114431749,7065.035425444075,5281.8606889876755,50063.96910261292,62410.86521704467,0.500639691026139,-273218.80361873965,-2.7321880361873996,2667.861713394428,-275886.66533213423
52,2022-03-24,0,pre_1,12432.898109876689,5518.65617208192,6914.241937794771,67195.42244271628,79628.32055259297,0.6719542244271626,-206023.38117602337,-2.060233811760226,26467.20638840495,-232490.58756442848
53,2022-03-25,0,pre_1,7488.596182943036,1910.4759598768715,5578.120223066165,3171.2904121335378,10659.886595076574,0.031712904121339314,-202852.09076388984,-2.0285209076388977,32415.462159324426,-235267.55292321442
54,2022-03-28,0,pre_1,4451.499252208723,2327.0320367637064,2124.4672154450163,-56950.28147342957,-52498.78222122084,-0.5695028147343018,-259802.37223731942,-2.5980237223731883,-17809.808759398515,-241992.56347792104
55,2022-03-29,0,pre_1,6868.205285923719,5274.518994872255,1593.6862910514637,5210.911119348108,12079.116405271827,0.05210911119346573,-254591.4611179713,-2.5459146111797115,-14875.44858988352,-239716.01252808791
56,2022-03-30,0,pre_1,9697.915693407676,3282.1823705781767,6415.733322829496,-76406.80376562715,-66708.88807221947,-0.7640680376562625,-330998.26488359843,-3.309982648835985,-66829.84507886709,-264168.4198047315
57,2022-03-31,0,pre_1,3132.993731368465,2539.610975096071,593.382756272394,-69087.57260209513,-65954.57887072666,-0.6908757260209564,-400085.83748569357,-4.00085837485693,-90655.76087882815,-309430.07660686556
58,2022-04-01,0,pre_1,4107.509737925376,2544.437023449309,1563.0727144760663,6113.482728391259,10220.992466316635,0.06113482728391517,-393972.3547573023,-3.9397235475730152,-75819.26654032466,-318153.0882169778
59,2022-04-06,0,pre_1,3285.0210981967716,2518.404505522348,766.616592674423,38732.582704976376,42017.603803173144,0.38732582704976704,-355239.77205232595,-3.552397720523248,-77344.58199605036,-277895.1900562757
60,2022-04-07,0,pre_1,4260.407785346969,3097.528044607757,1162.8797407392112,-49136.472096485726,-44876.064311138754,-0.4913647209648597,-404376.2441488117,-4.0437624414881075,-128139.32850206198,-276236.9156467498
61,2022-04-08,0,pre_1,4279.049796859549,967.4045007315167,3311.645296128033,-17610.77310000703,-13331.723303147483,-0.1761077310000747,-421987.0172488187,-4.219870172488182,-116141.43824583004,-305845.57900298876
62,2022-04-11,0,pre_1,6882.376562304058,2752.2031067378625,4130.173455566196,-4086.7521516156066,2795.6244106884515,-0.040867521516163574,-426073.76940043434,-4.260737694004346,-117345.54645621356,-308728.2229442209
63,2022-04-12,0,pre_1,13327.122657878981,8627.034741964731,4700.087915914249,-35707.8015624721,-22380.678904593122,-0.3570780156247122,-461781.57096290647,-4.617815709629058,-131257.92461310577,-330523.64634980075
64,2022-04-13,0,pre_1,6361.163244974483,3846.706953686271,2514.4562912882116,-1323.8237008921424,5037.339544082341,-0.013238237008916798,-463105.3946637986,-4.631053946637998,-122489.72227986853,-340615.6723839301
65,2022-04-14,0,pre_1,6928.090931160212,2884.7869104886304,4043.30402067158,16550.562009127163,23478.652940287375,0.16550562009127745,-446554.83265467145,-4.46554832654672,-125794.28556879296,-320760.54708587856
66,2022-04-15,0,pre_1,9210.33470279073,4031.3385930213108,5178.996109769419,-22940.713924691092,-13730.379221900363,-0.2294071392469066,-469495.54657936253,-4.694955465793626,-139530.3223551224,-329965.2242242402
67,2022-04-18,0,pre_1,10422.564650109702,5601.736782898166,4820.827867211534,-21333.434575633008,-10910.869925523304,-0.21333434575632193,-490828.98115499556,-4.908289811549949,-146255.20505781705,-344573.7760971786
68,2022-04-19,0,pre_1,11987.558305611165,6176.6285015695585,5810.929804041606,73661.41693209777,85648.97523770893,0.7366141693209816,-417167.5642228978,-4.171675642228978,-93416.67455509605,-323750.8896678018
69,2022-04-20,0,pre_1,8660.290067441001,5212.2630904992075,3448.0269769417905,-15481.570902278778,-6821.280834837777,-0.15481570902278197,-432649.1351251766,-4.3264913512517715,-117907.84869660091,-314741.2864285757
70,2022-04-21,0,pre_1,3644.2525028504274,1352.0851457503138,2292.167357100114,-7695.510878306448,-4051.2583754560205,-0.07695510878306111,-440344.64600348304,-4.403446460034832,-121924.35720649037,-318420.2887969927
71,2022-04-22,0,pre_1,7879.640420847292,4539.204334048351,3340.4360867989394,10035.438968868108,17915.0793897154,0.10035438968869492,-430309.2070346149,-4.3030920703461595,-122334.21191433449,-307974.9951202804
72,2022-04-25,0,pre_1,12668.774731377784,6221.302934601348,6447.471796776435,-35151.286950534326,-22482.512219156546,-0.3515128695053438,-465460.49398514925,-4.654604939851503,-169036.27509209776,-296424.2188930515
73,2022-04-26,0,pre_1,6169.114592999549,1540.0009646988226,4629.113628300727,-9620.21895465823,-3451.104361658682,-0.09620218954657922,-475080.7129398075,-4.7508071293980825,-177237.20314669874,-297843.50979310874
74,2022-04-27,0,pre_1,3831.101820758493,2686.1834281093015,1144.9183926491912,9983.447390108855,13814.549210867348,0.09983447390109479,-465097.26554969867,-4.650972655496988,-167519.41443907272,-297577.8511106259
75,2022-04-28,0,pre_1,8815.998852237366,4027.2721169335014,4788.726735303866,-8811.326931456708,4.6719207806581835,-0.08811326931456032,-473908.59248115536,-4.739085924811548,-165934.8425567235,-307973.7499244318
76,2022-04-29,0,pre_1,7692.878081121736,1359.7562514215954,6333.12182970014,-29773.945351090406,-22081.06726996867,-0.2977394535109035,-503682.53783224575,-5.036825378322451,-167842.88241727042,-335839.65541497525
77,2022-05-05,0,pre_1,4998.411268026892,2113.718457066532,2884.6928109603596,-23598.052696958555,-18599.641428931664,-0.23598052696958138,-527280.5905292043,-5.272805905292033,-191534.12723965984,-335746.4632895444
78,2022-05-06,0,pre_1,16199.091622613496,9177.233246974525,7021.858375638973,1638.7780520132637,17837.86967462676,0.0163877805201329,-525641.8124771911,-5.256418124771923,-185174.41748227272,-340467.39499491826
79,2022-05-09,0,pre_1,5096.11445449862,2744.435322616506,2351.6791318821156,6698.45504045648,11794.5694949551,0.06698455040456963,-518943.3574367346,-5.189433574367353,-181354.18096866872,-337589.17646806577
80,2022-05-10,0,pre_1,10927.174371603676,6629.84076366446,4297.333607939221,40741.160897856054,51668.335269459734,0.40741160897856954,-478202.19653887855,-4.7820219653887825,-161081.62945301447,-317120.56708586396
81,2022-05-11,0,pre_1,9656.088280575823,6950.690493092928,2705.3977874828947,-28751.45180745989,-19095.363526884066,-0.28751451807459416,-506953.6483463384,-5.069536483463388,-202335.69471802842,-304617.9536283099
82,2022-05-12,0,pre_1,8331.848738065,3481.7362262082056,4850.112511856794,-25006.97938368737,-16675.13064562237,-0.2500697938368601,-531960.6277300258,-5.319606277300249,-198065.7051261245,-333894.9226039012
83,2022-05-13,0,pre_1,8914.460993977738,5787.249601434975,3127.211392542764,-1718.0988778915525,7196.362116086186,-0.017180988778919826,-533678.7266079173,-5.336787266079169,-193027.0411120837,-340651.6854958335
84,2022-05-16,0,pre_1,10145.574730523553,4278.4741653167175,5867.100565206835,22333.357899740065,32478.93263026362,0.2233335789973978,-511345.3687081773,-5.113453687081771,-174385.11028416164,-336960.25842401554
85,2022-05-17,0,pre_1,6997.796494577969,2336.2423921010923,4661.5541024768745,-3734.721148661196,3263.0753459167727,-0.03734721148660469,-515080.0898568385,-5.150800898568386,-166176.743870612,-348903.3459862264
86,2022-05-18,0,pre_1,5273.936397762395,3512.6775604647123,1761.2588372976838,7151.441841398632,12425.378239161028,0.0715144184139982,-507928.64801543986,-5.0792864801543995,-171670.37932525892,-336258.26869018085
87,2022-05-19,0,pre_1,5050.888668424733,1153.0619313085517,3897.826737116182,-9083.482363605934,-4032.593695181201,-0.09083482363605455,-517012.1303790458,-5.170121303790454,-174253.27890389378,-342758.85147515195
88,2022-05-20,0,pre_1,5284.402822749293,789.0454696718807,4495.357353077412,-6775.907786362453,-1491.5049636131612,-0.06775907786361612,-523788.03816540824,-5.237880381654092,-173788.4780845594,-349999.56008084875
89,2022-05-23,0,pre_1,11897.440885985136,7016.810125146129,4880.630760839008,21165.51187456556,33062.952760550696,0.21165511874565723,-502622.5262908427,-5.026225262908435,-148460.46356178325,-354162.06272905937
90,2022-05-24,0,pre_1,7425.092782362754,4656.3228397373305,2768.7699426254226,-41121.786857754916,-33696.69407539216,-0.4112178685775403,-543744.3131485976,-5.437443131485975,-165929.28913762272,-377815.0240109748
91,2022-05-25,0,pre_1,8986.88124218252,2994.0908996761887,5992.790342506331,-1628.5708121814496,7358.310430001071,-0.016285708121810405,-545372.883960779,-5.4537288396077965,-157638.76343623953,-387734.12052453944
92,2022-05-26,0,pre_1,6059.3535083582965,4922.487778520476,1136.865729837821,14939.072783201416,20998.426291559714,0.14939072783202167,-530433.8111775776,-5.304338111775775,-144680.94266822998,-385752.86850934755
93,2022-05-27,0,pre_1,11012.339028730546,2751.969147212154,8260.369881518393,27138.130405354736,38150.46943408528,0.2713813040535529,-503295.68077222287,-5.032956807722222,-133856.1473055726,-369439.5334666502
94,2022-05-30,0,pre_1,14541.244421423364,8631.327311228437,5909.9171101949305,-7749.612434442863,6791.631986980501,-0.07749612434443387,-511045.2932066657,-5.110452932066655,-147254.7115477472,-363790.58165891847
95,2022-05-31,0,pre_1,8810.37923201098,5862.901664396532,2947.477567614448,-10588.330856915429,-1777.9516249044482,-0.10588330856915462,-521633.62406358117,-5.21633624063581,-159712.87921049172,-361920.74485308933
96,2022-06-01,0,pre_1,8999.650413626032,4111.261764311693,4888.388649314339,11788.754763689578,20788.40517731561,0.11788754763688569,-509844.8692998916,-5.098448692998925,-159825.42830523005,-350019.4409946614
97,2022-06-02,0,pre_1,8521.009023736287,2884.0314496490264,5636.97757408726,5506.130745987393,14027.13976972368,0.05506130745986937,-504338.7385539042,-5.043387385539044,-148447.06445284354,-355891.67410106055
98,2022-06-06,0,pre_1,2937.6803952237674,1183.38012756447,1754.3002676592969,-61710.769073672214,-58773.08867844845,-0.617107690736729,-566049.5076275764,-5.660495076275762,-164676.6000484882,-401372.90757908806
99,2022-06-07,0,pre_1,5687.387967402242,3322.1323278201085,2365.2556395821316,-22006.675645934272,-16319.28767853203,-0.22006675645934726,-588056.1832735107,-5.8805618327351095,-189019.9436386155,-399036.239634895
100,2022-06-08,0,pre_1,5483.056731013636,2155.3820183407765,3327.6747126728596,-2453.06984646808,3029.9868845455558,-0.02453069846467537,-590509.2531199787,-5.905092531199796,-187518.4156279071,-402990.8374920715
101,2022-06-09,0,pre_1,8415.290193160155,3118.941715276145,5296.348477884011,14036.102771971313,22451.39296513147,0.14036102771970427,-576473.1503480074,-5.76473150348008,-177491.78840713817,-398981.36194086913
102,2022-06-10,0,pre_1,7968.482713263998,5673.91189304993,2294.5708202140677,-24276.688728392335,-16308.206015128339,-0.24276688728391838,-600749.8390763998,-6.007498390763999,-213442.23220196206,-387307.6068744376
103,2022-06-13,0,pre_1,8769.08006711049,4085.8053056817294,4683.274761428761,-12549.586149331419,-3780.506082220929,-0.12549586149330771,-613299.4252257312,-6.132994252257307,-213335.4093022168,-399964.01592351426
104,2022-06-14,0,pre_1,5642.908864294035,3669.8238345222308,1973.0850297718039,-28068.412219393525,-22425.503355099492,-0.28068412219394157,-641367.8374451248,-6.413678374451248,-242891.1732913776,-398476.664153747
105,2022-06-15,0,pre_1,5679.4479283796845,4495.027654647382,1184.420273732301,1365.0207184095161,7044.468646789201,0.01365020718409049,-640002.8167267152,-6.400028167267147,-234588.18845576633,-405414.6282709488
106,2022-06-16,0,pre_1,5734.912241506825,380.950661644772,5353.961579862053,4392.723232119042,10127.635473625867,0.043927232321183673,-635610.0934945962,-6.356100934945963,-233552.06257818625,-402058.0309164098
107,2022-06-17,0,pre_1,4277.860759936266,1758.0824162162999,2519.778343719967,-9813.583938852818,-5535.723178916553,-0.09813583938852455,-645423.677433449,-6.454236774334499,-240055.05057633127,-405368.6268571176
108,2022-06-20,0,pre_1,11233.32236157999,6020.93832641361,5212.384035166379,20418.24113323468,31651.56349481467,0.20418241133235426,-625005.4363002143,-6.250054363002144,-226937.05896259192,-398068.3773376223
109,2022-06-21,0,pre_1,12943.40616108665,8337.46382608791,4605.942334998737,-33219.09896188067,-20275.692800794022,-0.332190989618808,-658224.5352620949,-6.582245352620952,-257726.62401018906,-400497.91125190584
110,2022-06-22,0,pre_1,10488.179040639792,5843.216764327663,4644.962276312128,1829.3554333977027,12317.534474037495,0.018293554333959072,-656395.1798286972,-6.563951798286983,-253302.9822069197,-403092.1976217775
111,2022-06-23,0,pre_1,9327.303819100141,6151.648370430871,3175.655448669269,18027.989294255814,27355.293113355954,0.18027989294255864,-638367.1905344414,-6.383671905344412,-245470.93507606175,-392896.25545837963
112,2022-06-24,0,pre_1,9954.298890203418,5665.296041692258,4289.002848511158,-73889.03766471267,-63934.73877450926,-0.7388903766471389,-712256.228199154,-7.12256228199154,-331886.24932295986,-380369.9788761942
113,2022-06-27,0,pre_1,6983.73934621185,3283.3933087461382,3700.3460374657097,-24130.9631098069,-17147.22376359505,-0.24130963109806336,-736387.1913089609,-7.3638719130896035,-316523.76975736016,-419863.4215516008
114,2022-06-28,0,pre_1,8096.350159575755,3339.3225242556878,4757.027635320065,-17859.32528397986,-9762.975124404102,-0.1785932528397982,-754246.5165929408,-7.542465165929402,-302335.7706377366,-451910.74595520424
115,2022-06-29,0,pre_1,6294.611063711646,4510.43510104618,1784.1759626654652,28700.736102990177,34995.347166701824,0.28700736102991176,-725545.7804899506,-7.255457804899512,-286714.3735734755,-438831.40691647516
116,2022-06-30,0,pre_1,7161.354649745846,4474.3654259390705,2686.9892238067746,31174.899540390797,38336.25419013664,0.31174899540391543,-694370.8809495597,-6.943708809495607,-268473.72612411116,-425897.1548254487
117,2022-07-01,0,pre_1,10847.166816702218,8466.082162893934,2381.0846538082824,-118363.10797662834,-107515.94115992612,-1.1836310797662897,-812733.9889261881,-8.127339889261876,-387947.6858642693,-424786.3030619189
118,2022-07-04,0,pre_1,14392.517905361776,7385.8877372349325,7006.630168126845,10290.054506569231,24682.572411931007,0.10290054506569835,-802443.9344196188,-8.024439344196189,-413712.75636237854,-388731.17805724044
119,2022-07-05,0,pre_1,8250.779648473788,2547.37835403425,5703.401294439539,-19917.494591966275,-11666.714943492487,-0.19917494591966678,-822361.4290115851,-8.223614290115854,-425757.21164176863,-396604.2173698166
120,2022-07-06,0,pre_1,10169.310581252616,6056.555858739104,4112.754722513513,-79844.4059221037,-69675.09534085108,-0.7984440592210373,-902205.8349336887,-9.022058349336891,-530216.7536560833,-371989.08127760567
121,2022-07-07,0,pre_1,7124.792340510067,2367.1485793861893,4757.643761123879,38823.505195983955,45948.29753649402,0.38823505195983987,-863382.3297377048,-8.633823297377042,-502345.83292479056,-361036.49681291444
122,2022-07-08,0,pre_1,6693.4545889625115,2369.636129219396,4323.818459743116,34566.81636340657,41260.27095236909,0.34566816363408304,-828815.5133742982,-8.288155133742992,-488541.6180273677,-340273.8953469308
123,2022-07-11,0,pre_1,14608.505416341359,7493.308167064329,7115.197249277027,34946.8769561873,49555.38237252866,0.3494687695618781,-793868.6364181109,-7.938686364181113,-477433.56004379614,-316435.076374315
124,2022-07-12,0,pre_1,12303.060213789602,8393.144718874497,3909.915494915103,-12346.922251616137,-43.862037826535015,-0.12346922251615933,-806215.5586697271,-8.062155586697273,-479837.38514941244,-326378.17352031486
125,2022-07-13,0,pre_1,8056.996007242418,4929.301901826628,3127.6941054157896,17666.140117539024,25723.136124781442,0.17666140117538198,-788549.4185521881,-7.88549418552188,-469807.3468198677,-318742.0717323206
126,2022-07-14,0,pre_1,11837.404927829606,4940.432373681586,6896.972554148018,-49851.319707110495,-38013.91477928089,-0.4985131970711043,-838400.7382592986,-8.384007382592984,-461191.98489113897,-377208.75336815976
127,2022-07-15,0,pre_1,5902.252725282269,2946.819218355655,2955.433506926615,-90842.44548385328,-84940.19275857101,-0.9084244548385412,-929243.1837431518,-9.292431837431526,-565018.3797880515,-364224.8039551005
128,2022-07-18,0,pre_1,9320.315198604674,4087.5021664612814,5232.813032143393,40250.69466292053,49571.0098615252,0.40250694662922193,-888992.4890802313,-8.889924890802314,-514807.1826261507,-374185.3064540807
129,2022-07-19,0,pre_1,8122.569695841655,4630.133205973207,3492.436489868448,-16449.322905522546,-8326.75320968089,-0.16449322905521813,-905441.8119857538,-9.054418119857532,-537865.1217118695,-367576.6902738844
130,2022-07-20,0,pre_1,4818.338574088821,572.2855595551732,4246.053014533647,-36245.407404452504,-31427.06883036368,-0.362454074044527,-941687.2193902063,-9.416872193902059,-544430.9722170192,-397256.2471731872
131,2022-07-21,0,pre_1,13946.19560656241,8131.250839260265,5814.94476730215,-23468.071954207015,-9521.876347644606,-0.2346807195420797,-965155.2913444133,-9.651552913444139,-560837.0931349429,-404318.1982094705
132,2022-07-22,0,pre_1,10581.654551233543,5293.887567864327,5287.766983369216,28315.439442211144,38897.09399344469,0.28315439442212487,-936839.8519022021,-9.368398519022014,-532300.284164616,-404539.5677375862
133,2022-07-25,0,pre_1,7426.572452754927,2157.8698880368174,5268.702564718112,-8428.776897788885,-1002.2044450339581,-0.08428776897787538,-945268.628799991,-9.452686287999912,-559404.313989346,-385864.31481064507
134,2022-07-26,0,pre_1,6403.109530711882,2326.4736930413446,4076.635837670539,-72976.10978821474,-66573.00025750286,-0.7297610978821534,-1018244.7385882058,-10.182447385882066,-556900.2806909693,-461344.45789723657
135,2022-07-27,0,pre_1,2736.740856972723,782.8927722267547,1953.8480847459687,1147.1913460160895,3883.9322029888126,0.0114719134601593,-1017097.5472421896,-10.170975472421883,-551689.6085176017,-465407.9387245881
